id,product_name,shop_name,price,monthly_sales,monthly_revenue,growth_rate,total_sales,reviews,listing_age_months,category,subcategory,search_term,competition,manufacturing_method,complexity,estimated_cogs,estimated_margin,opportunity_score,market_score,feasibility_score,profitability_score
297,"Custom Wooden Utensil Holder, Personalized Rotating Kitchen Utensil Container",DesignsByManon,17.0,106,1802.0,67,837,167,14,,,utensil holder wood kitchen,1332,Wood,Medium,,,51.4,28.0,82.0,52.0
104,Custom drawer organizer for spices configured to fit your drawer,olivebirchdesign,85.0,18,1530.0,200,181,39,35,,,spice drawer organizer wood,178,Wood,Medium,,,58.9,52.0,82.0,45.0
181,Custom drawer organizer for spices configured to fit your drawer,olivebirchdesign,85.0,18,1530.0,200,181,39,35,,,spice drawer organizer wood,178,Wood,Medium,,,58.9,52.0,82.0,45.0
258,Custom drawer organizer for spices configured to fit your drawer,olivebirchdesign,85.0,18,1530.0,200,181,39,35,,,spice drawer organizer wood,178,Wood,Medium,,,58.9,52.0,82.0,45.0
33,"Hardwood Cable Hiding Shelf: AV Box, Cord Management",FeatureSquad,197.95,7,1386.0,100,86,47,22,Tech Accessories,cable_organizers,cable organizer desk,1387,,,,,,,,
132,"Hardwood Cable Hiding Shelf: AV Box, Cord Management",FeatureSquad,197.95,7,1386.0,100,86,47,22,,,tech_accessories cable_organizers,1387,Wood,Medium,,,54.1,34.0,82.0,53.0
209,"Hardwood Cable Hiding Shelf: AV Box, Cord Management",FeatureSquad,197.95,7,1386.0,100,86,47,22,,,tech_accessories cable_organizers,1387,Wood,Medium,,,54.1,34.0,82.0,53.0
286,"Hardwood Cable Hiding Shelf: AV Box, Cord Management",FeatureSquad,197.95,7,1386.0,100,86,47,22,,,tech_accessories cable_organizers,1387,Wood,Medium,,,54.1,34.0,82.0,53.0
114,Handmade Wooden Hanging Bird Feeder for Garden – Personalized Memorial Gift,PromiDesign,62.29,20,1246.0,100,142,21,8,,,birdhouse custom wood,344,Wood,Medium,,,57.4,46.0,82.0,48.0
191,Handmade Wooden Hanging Bird Feeder for Garden – Personalized Memorial Gift,PromiDesign,62.29,20,1246.0,100,142,21,8,,,birdhouse custom wood,344,Wood,Medium,,,57.4,46.0,82.0,48.0
268,Handmade Wooden Hanging Bird Feeder for Garden – Personalized Memorial Gift,PromiDesign,62.29,20,1246.0,100,142,21,8,,,birdhouse custom wood,344,Wood,Medium,,,57.4,46.0,82.0,48.0
102,Hardwood MagSafe Charging Stand: Solid Walnut or Oak iPhone Dock,StemBear,102.89,12,1235.0,100,370,101,40,,,MagSafe charging stand wood,144,Wood + Electronics,Medium,,,58.9,46.0,82.0,53.0
179,Hardwood MagSafe Charging Stand: Solid Walnut or Oak iPhone Dock,StemBear,102.89,12,1235.0,100,370,101,40,,,MagSafe charging stand wood,144,Wood + Electronics,Medium,,,58.9,46.0,82.0,53.0
256,Hardwood MagSafe Charging Stand: Solid Walnut or Oak iPhone Dock,StemBear,102.89,12,1235.0,100,370,101,40,,,MagSafe charging stand wood,144,Wood + Electronics,Medium,,,58.9,46.0,82.0,53.0
1,"Retro iPhone Case: Mainframe UNU, 3D Printed, MagSafe Compatible",WeLoveProps3D,55.0,22,1210.0,100,47,8,8,3D Printed Products,phone_stands,3D printed phone stand,2979,,,,,,,,
156,"Retro iPhone Case: Mainframe UNU, 3D Printed, MagSafe Compatible",WeLoveProps3D,55.0,22,1210.0,100,47,8,8,,,3d_printing phone_stands,2979,3D Printed,Medium,,,46.6,28.0,70.0,48.0
233,"Retro iPhone Case: Mainframe UNU, 3D Printed, MagSafe Compatible",WeLoveProps3D,55.0,22,1210.0,100,47,8,8,,,3d_printing phone_stands,2979,3D Printed,Medium,,,46.6,28.0,70.0,48.0
310,"Retro iPhone Case: Mainframe UNU, 3D Printed, MagSafe Compatible",WeLoveProps3D,55.0,22,1210.0,100,47,8,8,,,3d_printing phone_stands,2979,3D Printed,Medium,,,46.6,28.0,70.0,48.0
2,Personalized Phone Stand Charging Station Desk Organizer,RistInnovations,28.5,41,1169.0,200,106,36,4,3D Printed Products,phone_stands,3D printed phone stand,2979,,,,,,,,
157,Personalized Phone Stand Charging Station Desk Organizer,RistInnovations,28.5,41,1169.0,200,106,36,4,,,3d_printing phone_stands,2979,3D Printed,Medium,,,46.6,34.0,70.0,40.0
234,Personalized Phone Stand Charging Station Desk Organizer,RistInnovations,28.5,41,1169.0,200,106,36,4,,,3d_printing phone_stands,2979,3D Printed,Medium,,,46.6,34.0,70.0,40.0
311,Personalized Phone Stand Charging Station Desk Organizer,RistInnovations,28.5,41,1169.0,200,106,36,4,,,3d_printing phone_stands,2979,3D Printed,Medium,,,46.6,34.0,70.0,40.0
122,"MagSafe Phone Stand, Wood iPhone Charging Dock",ModhausCo,89.0,13,1157.0,100,117,49,19,,,MagSafe charging stand wood,144,Wood + Electronics,Medium,,,56.5,46.0,82.0,45.0
199,"MagSafe Phone Stand, Wood iPhone Charging Dock",ModhausCo,89.0,13,1157.0,100,117,49,19,,,MagSafe charging stand wood,144,Wood + Electronics,Medium,,,56.5,46.0,82.0,45.0
276,"MagSafe Phone Stand, Wood iPhone Charging Dock",ModhausCo,89.0,13,1157.0,100,117,49,19,,,MagSafe charging stand wood,144,Wood + Electronics,Medium,,,56.5,46.0,82.0,45.0
9,Teal Blue Resin River Wood Drink Coasters Set of 4,ErsennStore,87.0,13,1131.0,100,22,3,3,Resin + Wood Hybrid Products,coasters,resin wood coaster,2979,,,,,,,,
148,Teal Blue Resin River Wood Drink Coasters Set of 4,ErsennStore,87.0,13,1131.0,100,22,3,3,,,resin_wood_combinations coasters,2979,Resin/Epoxy,Medium,,,49.3,28.0,82.0,45.0
225,Teal Blue Resin River Wood Drink Coasters Set of 4,ErsennStore,87.0,13,1131.0,100,22,3,3,,,resin_wood_combinations coasters,2979,Resin/Epoxy,Medium,,,49.3,28.0,82.0,45.0
302,Teal Blue Resin River Wood Drink Coasters Set of 4,ErsennStore,87.0,13,1131.0,100,22,3,3,,,resin_wood_combinations coasters,2979,Resin/Epoxy,Medium,,,49.3,28.0,82.0,45.0
141,"Wood Birdhouse, Bird House, Decorative Birdhouse",TheBirdhouseOfOrange,34.0,30,1020.0,50,908,235,72,,,birdhouse custom wood,344,Wood,Medium,,,52.599999999999994,40.0,82.0,40.0
218,"Wood Birdhouse, Bird House, Decorative Birdhouse",TheBirdhouseOfOrange,34.0,30,1020.0,50,908,235,72,,,birdhouse custom wood,344,Wood,Medium,,,52.599999999999994,40.0,82.0,40.0
295,"Wood Birdhouse, Bird House, Decorative Birdhouse",TheBirdhouseOfOrange,34.0,30,1020.0,50,908,235,72,,,birdhouse custom wood,344,Wood,Medium,,,52.599999999999994,40.0,82.0,40.0
150,Pick 6 Herb Garden - Window Seed Starter Kit -Cedar Wood Indoor Outdoor Planter Box,MomsTree,47.95,21,1007.0,0,1660,261,52,,,wood planter box outdoor,850,Wood,Medium,,,49.0,31.0,82.0,40.0
227,Pick 6 Herb Garden - Window Seed Starter Kit -Cedar Wood Indoor Outdoor Planter Box,MomsTree,47.95,21,1007.0,0,1660,261,52,,,wood planter box outdoor,850,Wood,Medium,,,49.0,31.0,82.0,40.0
304,Pick 6 Herb Garden - Window Seed Starter Kit -Cedar Wood Indoor Outdoor Planter Box,MomsTree,47.95,21,1007.0,0,1660,261,52,,,wood planter box outdoor,850,Wood,Medium,,,49.0,31.0,82.0,40.0
103,3-in-1 Mag-Safe Wireless Charger: Black Walnut Wood & Aluminum,LohaCustomOfficial,89.0,11,979.0,200,42,8,6,,,MagSafe charging stand wood,144,Wood + Electronics,Medium,,,58.9,52.0,82.0,45.0
180,3-in-1 Mag-Safe Wireless Charger: Black Walnut Wood & Aluminum,LohaCustomOfficial,89.0,11,979.0,200,42,8,6,,,MagSafe charging stand wood,144,Wood + Electronics,Medium,,,58.9,52.0,82.0,45.0
257,3-in-1 Mag-Safe Wireless Charger: Black Walnut Wood & Aluminum,LohaCustomOfficial,89.0,11,979.0,200,42,8,6,,,MagSafe charging stand wood,144,Wood + Electronics,Medium,,,58.9,52.0,82.0,45.0
115,"Birdhouse, Rustic Birdhouse, Fairy Cottage Birdhouse",TheRibbonCottage,25.0,39,975.0,200,888,241,22,,,birdhouse custom wood,344,Wood,Medium,,,57.4,52.0,82.0,40.0
192,"Birdhouse, Rustic Birdhouse, Fairy Cottage Birdhouse",TheRibbonCottage,25.0,39,975.0,200,888,241,22,,,birdhouse custom wood,344,Wood,Medium,,,57.4,52.0,82.0,40.0
269,"Birdhouse, Rustic Birdhouse, Fairy Cottage Birdhouse",TheRibbonCottage,25.0,39,975.0,200,888,241,22,,,birdhouse custom wood,344,Wood,Medium,,,57.4,52.0,82.0,40.0
10,Resin Coaster Set with Holder Drink Coasters Round Coasters,JeffsCleverGifts,39.99,24,960.0,0,31,8,5,Resin + Wood Hybrid Products,coasters,resin wood coaster,2979,,,,,,,,
128,Handmade Walnut Pegboard Shelf / Hanging Organizer / Wooden Floating Shelf,GoodLuckWoodworksOH,160.0,6,960.0,0,18,4,20,,,pegboard organizer wood,177,Wood,Medium,,,55.3,37.0,82.0,53.0
161,Resin Coaster Set with Holder Drink Coasters Round Coasters,JeffsCleverGifts,39.99,24,960.0,0,31,8,5,,,resin_wood_combinations coasters,2979,Resin/Epoxy,Medium,,,44.199999999999996,19.0,82.0,40.0
205,Handmade Walnut Pegboard Shelf / Hanging Organizer / Wooden Floating Shelf,GoodLuckWoodworksOH,160.0,6,960.0,0,18,4,20,,,pegboard organizer wood,177,Wood,Medium,,,55.3,37.0,82.0,53.0
238,Resin Coaster Set with Holder Drink Coasters Round Coasters,JeffsCleverGifts,39.99,24,960.0,0,31,8,5,,,resin_wood_combinations coasters,2979,Resin/Epoxy,Medium,,,44.199999999999996,19.0,82.0,40.0
282,Handmade Walnut Pegboard Shelf / Hanging Organizer / Wooden Floating Shelf,GoodLuckWoodworksOH,160.0,6,960.0,0,18,4,20,,,pegboard organizer wood,177,Wood,Medium,,,55.3,37.0,82.0,53.0
315,Resin Coaster Set with Holder Drink Coasters Round Coasters,JeffsCleverGifts,39.99,24,960.0,0,31,8,5,,,resin_wood_combinations coasters,2979,Resin/Epoxy,Medium,,,44.199999999999996,19.0,82.0,40.0
11,"Handcrafted Walnut Wood River Coasters: Live Edge Epoxy Resin, Set of 4",MoorWoodShop,114.83,8,919.0,0,45,11,6,Resin + Wood Hybrid Products,coasters,resin wood coaster,2979,,,,,,,,
154,"Handcrafted Walnut Wood River Coasters: Live Edge Epoxy Resin, Set of 4",MoorWoodShop,114.83,8,919.0,0,45,11,6,,,resin_wood_combinations coasters,2979,Resin/Epoxy,Medium,,,48.099999999999994,19.0,82.0,53.0
231,"Handcrafted Walnut Wood River Coasters: Live Edge Epoxy Resin, Set of 4",MoorWoodShop,114.83,8,919.0,0,45,11,6,,,resin_wood_combinations coasters,2979,Resin/Epoxy,Medium,,,48.099999999999994,19.0,82.0,53.0
308,"Handcrafted Walnut Wood River Coasters: Live Edge Epoxy Resin, Set of 4",MoorWoodShop,114.83,8,919.0,0,45,11,6,,,resin_wood_combinations coasters,2979,Resin/Epoxy,Medium,,,48.099999999999994,19.0,82.0,53.0
138,Handmade Custom Heavy Duty Rectangular Raised Indoor/Outdoor Cedar Wood Garden Planter Box,WOODSCRAPPERSART,149.0,6,894.0,0,93,17,110,,,wood planter box outdoor,850,Wood,Medium,,,52.9,31.0,82.0,53.0
215,Handmade Custom Heavy Duty Rectangular Raised Indoor/Outdoor Cedar Wood Garden Planter Box,WOODSCRAPPERSART,149.0,6,894.0,0,93,17,110,,,wood planter box outdoor,850,Wood,Medium,,,52.9,31.0,82.0,53.0
292,Handmade Custom Heavy Duty Rectangular Raised Indoor/Outdoor Cedar Wood Garden Planter Box,WOODSCRAPPERSART,149.0,6,894.0,0,93,17,110,,,wood planter box outdoor,850,Wood,Medium,,,52.9,31.0,82.0,53.0
13,"Dried Pressed Flowers and Leaves for Resin, Jewelry DIY",AvisFloralsAndGifts,3.78,217,820.0,83,22061,3457,51,Resin + Wood Hybrid Products,resin_art_coasters,resin art coaster,10055,,,,,,,,
155,"Dried Pressed Flowers and Leaves for Resin, Jewelry DIY",AvisFloralsAndGifts,3.78,217,820.0,83,22061,3457,51,,,resin_wood_combinations resin_art_coasters,10055,Resin/Epoxy,Medium,,,47.199999999999996,13.0,82.0,58.0
232,"Dried Pressed Flowers and Leaves for Resin, Jewelry DIY",AvisFloralsAndGifts,3.78,217,820.0,83,22061,3457,51,,,resin_wood_combinations resin_art_coasters,10055,Resin/Epoxy,Medium,,,47.199999999999996,13.0,82.0,58.0
309,"Dried Pressed Flowers and Leaves for Resin, Jewelry DIY",AvisFloralsAndGifts,3.78,217,820.0,83,22061,3457,51,,,resin_wood_combinations resin_art_coasters,10055,Resin/Epoxy,Medium,,,47.199999999999996,13.0,82.0,58.0
3,Stickman Phone Tablet Stand – 3D Printed Desk Accessory,LewyoxDesigns,8.08,96,776.0,75,174,39,11,3D Printed Products,phone_stands,3D printed phone stand,2979,,,,,,,,
162,Stickman Phone Tablet Stand – 3D Printed Desk Accessory,LewyoxDesigns,8.08,96,776.0,75,174,39,11,,,3d_printing phone_stands,2979,3D Printed,Medium,,,43.6,22.0,70.0,46.0
239,Stickman Phone Tablet Stand – 3D Printed Desk Accessory,LewyoxDesigns,8.08,96,776.0,75,174,39,11,,,3d_printing phone_stands,2979,3D Printed,Medium,,,43.6,22.0,70.0,46.0
316,Stickman Phone Tablet Stand – 3D Printed Desk Accessory,LewyoxDesigns,8.08,96,776.0,75,174,39,11,,,3d_printing phone_stands,2979,3D Printed,Medium,,,43.6,22.0,70.0,46.0
24,"Rustic American Flag, Wooden American Flag",EagleWoodFlagCo,110.0,7,770.0,0,1395,386,69,CNC & Laser Cut Products,laser_cut_art,laser cut wood art,910,,,,,,,,
137,"Rustic American Flag, Wooden American Flag",EagleWoodFlagCo,110.0,7,770.0,0,1395,386,69,,,cnc_laser_products laser_cut_art,910,CNC/Laser,Medium,,,52.9,31.0,82.0,53.0
214,"Rustic American Flag, Wooden American Flag",EagleWoodFlagCo,110.0,7,770.0,0,1395,386,69,,,cnc_laser_products laser_cut_art,910,CNC/Laser,Medium,,,52.9,31.0,82.0,53.0
291,"Rustic American Flag, Wooden American Flag",EagleWoodFlagCo,110.0,7,770.0,0,1395,386,69,,,cnc_laser_products laser_cut_art,910,CNC/Laser,Medium,,,52.9,31.0,82.0,53.0
147,DIY Furniture Woodworking Plans for Beginners: 40 Outdoor-Indoor Projects,PlansDIYs,49.99,15,750.0,50,1195,114,28,,,wood planter box outdoor,850,Wood,Medium,,,49.300000000000004,34.0,82.0,37.0
224,DIY Furniture Woodworking Plans for Beginners: 40 Outdoor-Indoor Projects,PlansDIYs,49.99,15,750.0,50,1195,114,28,,,wood planter box outdoor,850,Wood,Medium,,,49.300000000000004,34.0,82.0,37.0
301,DIY Furniture Woodworking Plans for Beginners: 40 Outdoor-Indoor Projects,PlansDIYs,49.99,15,750.0,50,1195,114,28,,,wood planter box outdoor,850,Wood,Medium,,,49.300000000000004,34.0,82.0,37.0
14,Handmade Resin Flower Coaster with Real Pressed Flowers & Gold Foil,DreamscapeResin,18.7,36,673.0,200,169,61,16,Resin + Wood Hybrid Products,resin_art_coasters,resin art coaster,10055,,,,,,,,
158,Handmade Resin Flower Coaster with Real Pressed Flowers & Gold Foil,DreamscapeResin,18.7,36,673.0,200,169,61,16,,,resin_wood_combinations resin_art_coasters,10055,Resin/Epoxy,Medium,,,46.599999999999994,25.0,82.0,40.0
235,Handmade Resin Flower Coaster with Real Pressed Flowers & Gold Foil,DreamscapeResin,18.7,36,673.0,200,169,61,16,,,resin_wood_combinations resin_art_coasters,10055,Resin/Epoxy,Medium,,,46.599999999999994,25.0,82.0,40.0
312,Handmade Resin Flower Coaster with Real Pressed Flowers & Gold Foil,DreamscapeResin,18.7,36,673.0,200,169,61,16,,,resin_wood_combinations resin_art_coasters,10055,Resin/Epoxy,Medium,,,46.599999999999994,25.0,82.0,40.0
112,Side-by-Side Floor Display – Modular Wood Pegboard Rack with Shelves & Pegs,OAKNSMITH,540.0,1,540.0,0,2,1,7,,,pegboard organizer wood,177,Wood,Medium,,,57.7,37.0,82.0,61.0
189,Side-by-Side Floor Display – Modular Wood Pegboard Rack with Shelves & Pegs,OAKNSMITH,540.0,1,540.0,0,2,1,7,,,pegboard organizer wood,177,Wood,Medium,,,57.7,37.0,82.0,61.0
266,Side-by-Side Floor Display – Modular Wood Pegboard Rack with Shelves & Pegs,OAKNSMITH,540.0,1,540.0,0,2,1,7,,,pegboard organizer wood,177,Wood,Medium,,,57.7,37.0,82.0,61.0
124,Wooden Wireless Induction Charger. Qi Charging Station Pad 15 W,Pedpac,54.74,9,493.0,100,37,7,39,,,wireless charging pad wood,199,Wood + Electronics,Medium,,,56.5,46.0,82.0,45.0
201,Wooden Wireless Induction Charger. Qi Charging Station Pad 15 W,Pedpac,54.74,9,493.0,100,37,7,39,,,wireless charging pad wood,199,Wood + Electronics,Medium,,,56.5,46.0,82.0,45.0
278,Wooden Wireless Induction Charger. Qi Charging Station Pad 15 W,Pedpac,54.74,9,493.0,100,37,7,39,,,wireless charging pad wood,199,Wood + Electronics,Medium,,,56.5,46.0,82.0,45.0
139,Personalized Wood Wireless Charger Qi Tech gifts for men,SkinWoodWorkShop,95.0,5,475.0,0,17,4,56,,,wireless charging pad wood,199,Wood + Electronics,Medium,,,52.9,37.0,82.0,45.0
216,Personalized Wood Wireless Charger Qi Tech gifts for men,SkinWoodWorkShop,95.0,5,475.0,0,17,4,56,,,wireless charging pad wood,199,Wood + Electronics,Medium,,,52.9,37.0,82.0,45.0
293,Personalized Wood Wireless Charger Qi Tech gifts for men,SkinWoodWorkShop,95.0,5,475.0,0,17,4,56,,,wireless charging pad wood,199,Wood + Electronics,Medium,,,52.9,37.0,82.0,45.0
140,Wood Grain Soap Dispenser Set: Modern Bathroom Vanity,VestaLaneGB,77.12,6,463.0,0,4,1,2,,,soap dispenser wood bathroom,228,Wood,Medium,,,52.9,37.0,82.0,45.0
217,Wood Grain Soap Dispenser Set: Modern Bathroom Vanity,VestaLaneGB,77.12,6,463.0,0,4,1,2,,,soap dispenser wood bathroom,228,Wood,Medium,,,52.9,37.0,82.0,45.0
294,Wood Grain Soap Dispenser Set: Modern Bathroom Vanity,VestaLaneGB,77.12,6,463.0,0,4,1,2,,,soap dispenser wood bathroom,228,Wood,Medium,,,52.9,37.0,82.0,45.0
145,Diatomaceous Earth Bottle Tray - Farmhouse Kitchen Soap Dispenser Tray,sanwacraft,32.91,5,165.0,0,9,2,6,,,soap dispenser wood bathroom,228,Wood,Medium,,,50.5,37.0,82.0,37.0
222,Diatomaceous Earth Bottle Tray - Farmhouse Kitchen Soap Dispenser Tray,sanwacraft,32.91,5,165.0,0,9,2,6,,,soap dispenser wood bathroom,228,Wood,Medium,,,50.5,37.0,82.0,37.0
299,Diatomaceous Earth Bottle Tray - Farmhouse Kitchen Soap Dispenser Tray,sanwacraft,32.91,5,165.0,0,9,2,6,,,soap dispenser wood bathroom,228,Wood,Medium,,,50.5,37.0,82.0,37.0
133,Mountain Landscape Desk Mat: Rustic Nature-Inspired Mouse Pad,TailoredTrovebyTADA,34.0,4,136.0,100,19,8,11,,,gaming mouse pad wood,317,Wood,Medium,,,54.1,46.0,82.0,37.0
210,Mountain Landscape Desk Mat: Rustic Nature-Inspired Mouse Pad,TailoredTrovebyTADA,34.0,4,136.0,100,19,8,11,,,gaming mouse pad wood,317,Wood,Medium,,,54.1,46.0,82.0,37.0
287,Mountain Landscape Desk Mat: Rustic Nature-Inspired Mouse Pad,TailoredTrovebyTADA,34.0,4,136.0,100,19,8,11,,,gaming mouse pad wood,317,Wood,Medium,,,54.1,46.0,82.0,37.0
