id,product_name,shop_name,price,monthly_sales,monthly_revenue,growth_rate,total_sales,reviews,listing_age_months,category,subcategory,search_term,competition,manufacturing_method,complexity,estimated_cogs,estimated_margin,opportunity_score,market_score,feasibility_score,profitability_score
277,Handmade Reclaimed Wood Standing Desk: Industrial Hairpin Legs,PastosCo,398.25,5,1991.0,100,9,2,30,,,desk shelf monitor stand,1124,Wood,Medium,,,56.5,34.0,82.0,61.0
22,Custom CNC Carved Wood Sign: Personalized Text,FarmhouseTimbers,77.9,14,1913.0,0,335,66,32,CNC & Laser Cut Products,cnc_wood_signs,CNC wood sign custom,2576,,,,,,,,
160,Custom CNC Carved Wood Sign: Personalized Text,FarmhouseTimbers,77.9,14,1913.0,0,335,66,32,,,cnc_laser_products cnc_wood_signs,2576,CNC/Laser,Medium,,,45.699999999999996,19.0,82.0,45.0
237,Custom CNC Carved Wood Sign: Personalized Text,FarmhouseTimbers,77.9,14,1913.0,0,335,66,32,,,cnc_laser_products cnc_wood_signs,2576,CNC/Laser,Medium,,,45.699999999999996,19.0,82.0,45.0
314,Custom CNC Carved Wood Sign: Personalized Text,FarmhouseTimbers,77.9,14,1913.0,0,335,66,32,,,cnc_laser_products cnc_wood_signs,2576,CNC/Laser,Medium,,,45.699999999999996,19.0,82.0,45.0
134,Custom Engraved Leather and Wood Desk Tray Organizer,KaiyaGifts,18.67,102,1904.0,50,266,43,9,,,valet tray wood personalized,656,Wood,Medium,,,53.800000000000004,34.0,82.0,52.0
211,Custom Engraved Leather and Wood Desk Tray Organizer,KaiyaGifts,18.67,102,1904.0,50,266,43,9,,,valet tray wood personalized,656,Wood,Medium,,,53.800000000000004,34.0,82.0,52.0
288,Custom Engraved Leather and Wood Desk Tray Organizer,KaiyaGifts,18.67,102,1904.0,50,266,43,9,,,valet tray wood personalized,656,Wood,Medium,,,53.800000000000004,34.0,82.0,52.0
143,"Custom Wooden Utensil Holder, Personalized Rotating Kitchen Utensil Container",DesignsByManon,17.0,106,1802.0,67,837,167,14,,,utensil holder wood kitchen,1332,Wood,Medium,,,51.4,28.0,82.0,52.0
220,"Custom Wooden Utensil Holder, Personalized Rotating Kitchen Utensil Container",DesignsByManon,17.0,106,1802.0,67,837,167,14,,,utensil holder wood kitchen,1332,Wood,Medium,,,51.4,28.0,82.0,52.0
